max_acceleration,min_acceleration,speed_variance,heading_variance,average_speed,sample_count
3.0672,-3.9651,22.7927,14.2619,18.2807,25.0
2.4382,-1.238,1.0596,1.0142,39.5026,15.0
0.899,-1.0079,0.3354,0.183,53.0557,15.0
1.8712,-2.0796,2.1792,0.611,40.0181,18.0
0.8946,-0.5241,1.8558,0.3198,26.5225,25.0
2.2218,-1.615,1.572,0.1654,53.9676,19.0
1.584,-0.5546,2.1299,1.0692,18.0312,17.0
2.0126,-2.0446,1.2445,1.2623,26.8688,21.0
1.0708,-1.647,2.491,1.1164,36.222,25.0
1.8671,-1.9371,0.5677,0.1393,34.7569,15.0
2.1354,-2.3401,2.3169,1.0884,15.48,25.0
1.6763,-0.6673,1.1483,1.0376,42.1278,16.0
1.9543,-1.8619,1.1385,1.2259,29.8177,19.0
1.1269,-0.5018,0.6518,0.9015,16.708,20.0
2.2599,-1.8513,2.4091,1.4206,31.1297,22.0
0.7842,-0.9989,1.3168,0.0855,20.5773,20.0
2.2405,-2.2012,1.1606,0.6799,47.6962,17.0
2.3921,-2.066,0.1475,0.7348,25.8356,18.0
4.9612,-6.4824,24.2383,13.2399,24.3578,22.0
1.4983,-1.6298,2.5696,0.7566,41.6316,20.0
0.6338,-1.8534,1.4824,0.4695,24.4061,22.0
1.3327,-2.4741,0.9932,0.28,40.2184,25.0
1.7233,-1.3018,1.6359,0.5446,29.9342,17.0
2.4409,-2.3738,1.3965,0.6547,23.3782,20.0
2.3203,-0.6949,1.9382,1.3577,34.0475,19.0
1.6544,-1.8379,0.6637,0.2343,27.8733,25.0
2.3228,-1.0838,1.8672,1.2293,24.964,24.0
0.5388,-1.4781,0.3772,1.1378,39.9443,16.0
1.4254,-0.6991,2.8467,1.1053,17.677,21.0
2.0826,-1.9476,0.5149,1.2793,17.3609,18.0
0.5061,-1.7877,1.8999,0.8647,46.3474,20.0
1.1283,-0.7336,0.6802,1.2256,22.5278,24.0
1.0912,-2.3789,2.6658,0.8091,35.1652,18.0
1.346,-0.8628,0.1317,0.4284,20.7624,15.0
6.2199,-5.8929,14.2667,16.637,89.4033,22.0
1.6105,-1.3123,2.2995,0.2062,25.9421,19.0
1.7131,-1.9305,1.8008,0.5181,15.6782,15.0
1.6052,-1.7624,1.0143,1.0947,37.0051,25.0
1.1478,-2.144,1.8779,1.1528,40.7448,20.0
1.6371,-0.7335,0.262,1.09,20.2747,16.0
0.7798,-2.2955,0.5738,1.0851,18.6744,20.0
1.1763,-1.6747,2.2775,0.7641,36.8045,23.0
2.0795,-1.1108,1.6895,0.1797,23.2902,17.0
2.3228,-1.9785,0.7939,0.9849,37.3074,15.0
1.8946,-1.5426,0.2223,1.1499,52.9986,17.0
1.1459,-0.9881,2.0438,0.0779,45.6215,22.0
6.5737,-5.9253,9.1553,8.0019,8.0605,18.0
0.5143,-1.0964,1.7866,0.5838,50.9432,17.0
0.8045,-2.4853,1.9203,0.953,25.6259,20.0
0.8197,-2.0968,1.8621,0.535,28.0823,19.0
1.8009,-1.5967,1.3921,1.4532,41.8739,21.0
0.7254,-1.7251,0.4095,1.403,23.2233,24.0
1.0972,-1.1205,0.7216,0.9102,27.1348,22.0
1.7522,-1.3663,2.6647,0.4159,35.444,19.0
7.1479,-3.6982,11.508,19.2019,38.0286,20.0
1.2815,-0.9923,2.7704,0.7463,38.8696,25.0
0.997,-1.2673,2.6648,1.2864,39.7711,15.0
2.3603,-1.8931,1.2061,0.8738,21.3795,15.0
1.7915,-0.5581,2.2514,0.5906,26.1991,25.0
6.8522,-3.5074,13.1349,8.9409,84.0607,18.0
1.7734,-0.5952,2.399,1.3264,52.2817,17.0
3.4305,-6.826,22.7865,13.6967,52.3828,19.0
5.8162,-7.6836,19.7606,8.2321,38.7908,21.0
5.4871,-3.8477,15.0112,19.5936,54.0247,15.0
2.4189,-0.7472,2.1587,1.0924,23.1079,19.0
4.3598,-3.64,11.9919,11.7198,5.1656,25.0
5.8161,-3.715,17.5021,15.5442,72.3169,15.0
0.6768,-1.7654,2.4801,0.8397,29.9307,20.0
1.5815,-1.8586,1.954,0.6402,38.2085,20.0
1.1949,-1.9151,2.4613,1.1399,34.7804,23.0
2.4228,-2.3271,0.8343,0.2496,51.9888,25.0
2.0074,-0.7764,0.5764,0.112,35.2541,25.0
1.1833,-1.2346,2.2599,1.2841,37.9477,18.0
1.2927,-0.8531,2.6541,1.4862,36.7599,23.0
0.5081,-0.631,2.0274,0.2888,24.0713,20.0
1.151,-0.8271,1.1826,1.4085,35.9248,21.0
1.2023,-1.684,2.2795,0.2043,40.6188,22.0
1.8879,-0.9934,2.177,1.3451,53.7712,16.0
2.3317,-1.1101,0.989,1.1459,27.1143,18.0
0.6932,-0.871,0.1682,0.0951,19.843,17.0
1.861,-2.366,1.4125,0.2225,52.795,25.0
1.8956,-1.8996,1.2245,0.3523,32.141,24.0
1.7704,-1.3133,2.0694,1.4667,34.9998,20.0
6.5032,-3.6941,14.5238,13.0853,13.3306,24.0
1.2021,-0.5573,1.5219,0.0896,16.5469,22.0
0.6737,-1.9957,0.3669,0.4058,48.2252,25.0
1.4094,-1.0019,0.8,1.4768,16.3737,19.0
1.9081,-1.5976,1.8798,0.1877,42.353,24.0
2.0617,-0.6289,1.3888,0.778,33.5272,24.0
2.35,-1.1926,0.2413,0.8992,42.9287,22.0
1.4035,-0.7929,0.2155,0.9216,32.0693,25.0
2.1747,-2.1018,1.5101,0.0583,46.0296,25.0
2.0449,-2.4123,0.6298,0.5431,42.3213,22.0
1.3893,-1.0984,2.7438,0.1972,20.5682,24.0
1.3762,-1.7666,2.1269,0.0798,36.007,20.0
0.7127,-1.5527,0.9088,0.8581,31.8902,16.0
2.2556,-1.1706,1.4764,0.7853,24.7293,17.0
0.824,-1.3592,2.0275,0.6968,54.8608,20.0
1.4558,-0.5583,2.0032,0.8941,19.634,15.0
0.7948,-2.2336,2.1343,0.0662,17.3998,15.0
1.8318,-1.3289,0.1257,1.3266,20.4825,18.0
2.1025,-2.1227,1.4768,0.7442,18.9619,21.0
1.7541,-0.7826,0.3057,1.0173,49.3138,17.0
0.636,-1.4732,2.9633,0.8709,24.8827,21.0
1.2234,-2.0493,0.8612,0.1365,32.2748,20.0
0.5553,-1.1567,2.7993,0.6166,39.2575,18.0
0.7547,-1.2702,2.3924,1.3387,40.8416,25.0
1.698,-1.9247,2.342,0.6775,16.2366,16.0
1.9089,-0.9459,2.3415,0.1079,26.0956,19.0
2.1136,-0.6658,0.9801,0.8262,28.0835,19.0
1.4398,-1.5244,2.2965,1.2673,38.5824,23.0
